step,q_target_0,q_target_1,q_target_2,q_target_3,q_target_4,q_target_5,q_target_6,gripper_norm,block_x,block_y,block_z
0,0.018433054944877125,-0.9633011349711059,-0.0022731682156400534,1.9698915749263977,-0.018807368900665644,0.7916350209238335,-0.0011510824477944936,0.007878404343366624,0.75,-0.35,0.2849045486152053
1,0.013571803405968197,-0.9887572223029586,0.02253501796715196,1.9738953389473464,-0.029555229580368603,0.7704011067172084,0.0063219655450794665,0.006684462926924229,0.75,-0.35,0.28490462996410054
2,-0.004262708128783155,-1.0617537106899075,0.052268089301125364,1.97965058949144,-0.04160839397084465,0.7316153127959992,0.02361514807783638,0.0054525907038152225,0.75,-0.35,0.2849046537789269
3,-0.01984927453424723,-1.1235298940827265,0.08796500574537336,1.9905372383415714,-0.04235742467389986,0.7054027488424406,0.027935786854712763,0.004668439062774182,0.75,-0.35,0.2849046598325226
4,-0.015953213508127284,-1.1550932021323486,0.06310466895245903,1.9477339244260452,0.008517139557536108,0.7118303920556437,-0.0063508454578999896,0.008899169131100178,0.75,-0.35,0.2849046613712183
5,-0.016096731708965917,-1.0743230511502073,-0.0581141387421098,1.8124775248388416,0.14525297197135106,0.7996005762468179,-0.14005802501058784,0.011025975979685784,0.75,-0.35,0.28490466176232226
6,-0.04593931272677049,-0.9746603489339171,-0.2095769528022564,1.6529597894560735,0.28751632405666233,0.8904140187791836,-0.30186175527576564,0.012003446610242129,0.75,-0.35,0.2849046618617326
7,-0.06012046480010347,-0.8966048028937994,-0.3396041042571847,1.4893745161163774,0.4118368646230273,0.9612406237643479,-0.4346036103681923,0.00844137736862898,0.75,-0.35,0.28490466188700053
8,-0.05939193786945629,-0.7852938908552959,-0.4427307905749027,1.3522039370336727,0.5585848401449813,1.00495264431121,-0.5803060041620491,0.011112713275998831,0.75,-0.35,0.2849046618934232
9,-0.07093267594713093,-0.6630166804573464,-0.5256901664572362,1.2184128424378073,0.7050981652991446,1.0419629498879992,-0.7205041788927886,0.010408535150349141,0.75,-0.35,0.2849046618950556
10,-0.09934227058657097,-0.6273214418820697,-0.5569292628429858,1.1698046048119723,0.7622868548052099,1.0419647056863197,-0.7743129977823826,0.0,0.75,-0.35,0.2849046618954708
11,-0.09938402978063665,-0.5227038928482937,-0.6201444353514507,1.077085740995041,0.901953837837404,1.0706497681127745,-0.9135533266113702,0.00048103294801712037,0.75,-0.35,0.28490466189557623
12,-0.10195920823045923,-0.3699947314788372,-0.656357308085372,1.003934472650396,1.07078033118536,1.0938191991393071,-1.0699675746453026,0.0010469260196685792,0.75,-0.35,0.28490466189560304
13,-0.10260898804590657,-0.2105231601487203,-0.6896580273236439,0.949763054056499,1.2180938834864603,1.1067973914481413,-1.2167228707556528,0.0011522860608100891,0.75,-0.35,0.2849046618956097
14,-0.1020422199347395,-0.05297535577631596,-0.7152793930369075,0.9233717008464278,1.3467833414702135,1.115659407227855,-1.3398616663091483,0.0,0.75,-0.35,0.2849046618956112
15,-0.09896994240328322,0.14806830485980926,-0.7373235087909686,0.9002657201674208,1.467474537344661,1.1165847129427047,-1.4383851801364054,0.0008006290456652642,0.75,-0.35,0.2849046618956112
16,-0.10367986436531501,0.35331847372019776,-0.7549545553479204,0.8841662731130671,1.5463320703215713,1.1263999599915069,-1.5066651573453407,0.0002671544482111931,0.75,-0.35,0.2849046618956112
17,-0.1117640474340893,0.5633885392767803,-0.7783167072990261,0.8763211175714857,1.5873546088371286,1.1250074447045433,-1.5462552684663378,0.0019619732095599177,0.75,-0.35,0.2849046618956112
18,-0.10517166829406738,0.7788612671525652,-0.7980649629162487,0.8530005808616334,1.6080509254824311,1.1191131461335222,-1.5829496522117645,0.003925495831489563,0.75,-0.35,0.2849046618956112
19,-0.1069259766813705,0.9638315416423111,-0.8192373177956972,0.8371056483808685,1.6252904541246822,1.118640334728672,-1.6055242714857192,0.0006750074581503868,0.75,-0.35,0.2849046618956112
20,-0.12532324508013393,1.0384696708921575,-1.4069773366418705,1.0649048123989702,1.9140288368353497,0.6076154007956185,-1.5102978671414131,0.0,0.75,-0.35,0.2849046618956112
21,-0.12133015409651854,1.0382302770618066,-1.4162072458494266,1.066982753106961,1.9086034530413563,0.6005098522118539,-1.507031754315443,0.0,0.7520638580859138,-0.34958114806535295,0.2839123172092887
22,-0.12548200602016135,1.0435989398681382,-1.4121203822423225,1.0667171886097335,1.9129417862377507,0.6033873130259335,-1.5080837218121224,0.0,0.7685833986950323,-0.35334732256067924,0.28259334892836985
23,-0.12343398989380755,1.0413271436502511,-1.4122635761895417,1.0639633723691777,1.914433885005819,0.6022345478191482,-1.5082109065078295,0.0,0.7752331008604995,-0.36031719426179926,0.27959130357707485
24,-0.1219014401386917,1.0438955041122548,-1.4179483450618642,1.0614482009744808,1.9213469469914006,0.6011390132766634,-1.5090729579791975,0.0,0.7784932048822724,-0.3660606542440955,0.27803060499731375
25,-0.12301530013813944,1.0430254891801625,-1.4214508047035097,1.0603898954740663,1.9136061063589618,0.5994751017350326,-1.5057266474534197,0.0,0.7801715129043202,-0.3706255262253523,0.27834942196930723
26,-0.1269781589853028,1.0477452503247504,-1.4247759346522897,1.0582226498909018,1.9188554895265992,0.5986575685932776,-1.507294487884138,0.0,0.7811267538655366,-0.37428014294046913,0.27851762606751573
27,-0.12473262060430845,1.0436584390156622,-1.4262101204767774,1.0579593286979552,1.920704010123859,0.5926531563847344,-1.5014525036620145,0.00019492799466848374,0.7816763582997274,-0.37644220638373527,0.27893684314092304
28,-0.1251789668535186,1.0435317558992119,-1.4278751079879552,1.059814754986105,1.9280058772314497,0.588232641480078,-1.5027132803844507,0.0,0.781661173735567,-0.3775941374500457,0.2789800647998387
29,-0.12516562417877158,1.0439428938442357,-1.427701610307827,1.0603274034262473,1.928098503729316,0.58514490291477,-1.5035151589804416,0.0,0.7815528082778107,-0.37832961849488966,0.27901814414011367
30,-0.16192072408321717,1.0398794863094183,-1.4658992454089126,1.193881669184481,1.8692507615899943,0.457793046506583,-1.3703592279115848,0.9922377222955228,0.7824812028679585,-0.3752615727705589,0.2822734309692451
31,-0.16921638040863718,1.0417289666602418,-1.4764084742710324,1.2167480970135154,1.874031872063092,0.43336228341045346,-1.361551454028906,0.9944723324893714,0.7832312535012855,-0.3748864146827442,0.2833802074091979
32,-0.19070226689305653,1.0413494994943306,-1.4423880413761734,1.2244086606600006,1.8581898624130633,0.4374091895153621,-1.3574138431313452,1.0,0.7834107776421182,-0.3753897131244383,0.28436211545591783
33,-0.2117885064898803,1.044951934181697,-1.4144864078537598,1.234566342442924,1.854073380473489,0.43783033028392626,-1.3523937623296431,1.0,0.7836392912572393,-0.37639066183176023,0.2851357279679667
34,-0.2234684137320045,1.040239508548448,-1.399660306528067,1.2432156691571228,1.8497243556502596,0.4344958602498802,-1.3530321950613633,1.0,0.783956735935207,-0.37770412260992264,0.2857594517364869
35,-0.23407896470627376,1.040675913254749,-1.3882238186758329,1.2553091088862471,1.8458208838145462,0.42108498906923375,-1.3484716519996633,1.0,0.7843042272896179,-0.3790365872828521,0.2862159763710146
36,-0.24144496563969525,1.0353850301559437,-1.381769387842972,1.256366346146528,1.8484871082564538,0.4174781612719164,-1.3546950919068228,1.0,0.7845648726363313,-0.38027614819366623,0.2867416694590896
37,-0.24348132803747258,1.0385940252748496,-1.3715587916976,1.2573655779675514,1.8417870563747327,0.42248561447224864,-1.3532235379169166,1.0,0.7845538956121357,-0.38045844476018703,0.2866535909675528
38,-0.25621488434806605,1.0367682980083603,-1.3507530327033275,1.252882921894684,1.8503490961913613,0.4206310315939669,-1.3634333939170304,1.0,0.7720878655098218,-0.3807488505248643,0.2835975199570778
39,-0.26060884670525075,1.0340883911993353,-1.3393601945593967,1.2548551068294427,1.8410099601512364,0.41470266217458573,-1.357913774927508,1.0,0.7702176338359791,-0.3820163776208016,0.2838313060048618
40,-0.18395087347108163,1.041807095677832,-1.23708280559335,1.184038050000853,1.735416163800242,0.5774111547748,-1.390089387296595,1.0,0.7703020010213567,-0.3823412236252225,0.2854296757689518
41,-0.18565130447554562,1.0437576430737647,-1.2345328433705354,1.182799425565877,1.736111839173228,0.5784694831147811,-1.3988160286596525,1.0,0.7703412398185657,-0.38230246023826425,0.28581469790716374
42,-0.18196180156607844,1.042451805618811,-1.2312164345541912,1.1818466621906678,1.7315377761659487,0.5837800205489916,-1.397747874019883,1.0,0.7703816665432837,-0.38227326919126087,0.28587010341628155
43,-0.18600893882714997,1.042285766901846,-1.2296690942386526,1.1824779921096593,1.7327755375802754,0.5836982505129273,-1.405604690146806,1.0,0.7704226257611028,-0.3822491685985989,0.2858525634081119
44,-0.18813076190115485,1.0404390810315323,-1.2266473980340724,1.1869252894341027,1.7356581646614817,0.5809110460934608,-1.4107589913933396,1.0,0.770463955163955,-0.382228875404396,0.28581762788540244
45,-0.18563340164613829,1.041501565808746,-1.2177828073741133,1.1770397952372353,1.7356460337771884,0.59047814031298,-1.422013336331623,1.0,0.7705055746711283,-0.38221162597477176,0.2857784564145426
46,-0.18699811237556024,1.0421965763989038,-1.213837287777045,1.1705580345782411,1.7385268103845195,0.6003579338524176,-1.4291133420177844,1.0,0.7705474293345056,-0.38219684515180535,0.2857382098382046
47,-0.18471554384977756,1.042556016454494,-1.2047354206502536,1.1608445270428926,1.7368884213762035,0.6135273409592874,-1.4392593842653516,1.0,0.7705894766339344,-0.3821840739866343,0.2856976374300552
48,-0.18596620848903622,1.0438145806141548,-1.1997754747848344,1.1596999077396783,1.7396588891797493,0.6172238816898328,-1.4475348028646449,0.9972408940229417,0.7706316823814995,-0.3821729407414975,0.2856569067786917
49,-0.18803930546602204,1.0455228232625386,-1.1950411772096659,1.1619042212554809,1.7417165133249113,0.6206028737527174,-1.4505250454434853,1.0,0.7706740187537019,-0.3821631430235338,0.28561604802832496
50,-0.23149141472575224,1.0507611934150949,-1.227009192891796,1.109502983387068,1.8036003690729798,0.6426466290322654,-1.552680973860558,1.0,0.7707164630075903,-0.3821544344883855,0.2855750611019679
51,-0.2391788221154208,1.0470557122589246,-1.2200411842599264,1.1098333900604083,1.803944762821983,0.6486806389839239,-1.5574691209463747,0.9993507765210271,0.7707589965131076,-0.38214661432528046,0.2855339408875282
52,-0.2387480563946336,1.047526582224848,-1.2198754827436424,1.1192086927694407,1.7992894845724015,0.6536288548933037,-1.556234322374551,1.0,0.7708016039851393,-0.38213951878697755,0.28549268264569244
53,-0.23576406852424042,1.0493467205303173,-1.2186914789001468,1.1166548510819054,1.793370024253719,0.6535590410077069,-1.5523885228619956,0.9996014833610058,0.7708442728634866,-0.3821330143236324,0.28545128280947746
54,-0.26096411653221635,1.0474385560887853,-1.197101522724609,1.1463950836989865,1.7994557188088605,0.6748970907766205,-1.5558135058552536,1.0,0.7708869928092738,-0.3821269920018033,0.2854097388239704
55,-0.35836817560446954,1.0549771330110793,-1.1079852035269537,1.26744218032433,1.847208225200455,0.804470157474277,-1.5664458512101207,0.9980232876768709,0.7709297552949602,-0.3821213629615908,0.2853680488675458
56,-0.4238282668335764,1.0445703711554035,-1.0306295956959841,1.3672772326156348,1.891903851554258,0.9288934258934832,-1.5802470881303323,0.9996648900825977,0.7709725532702035,-0.38211605471564025,0.28532621162307065
57,-0.4528026028487788,1.0430846390176227,-1.0005465779114853,1.4048568522775755,1.9002539093080677,0.9732716882934928,-1.5817184453160673,0.997566985733986,0.7710153808893888,-0.38211100813234655,0.28528422611448623
58,-0.4616840529573398,1.0466728684290638,-0.9819565591555609,1.4226709315704629,1.8975244603420895,0.9890045609481442,-1.5813647882202284,0.9978055952389241,0.7710582332893761,-0.3821061749759003,0.2852420915950019
59,-0.46887744359213573,1.0549745714039453,-0.9701349320001935,1.4319023423334918,1.8924762648063322,1.0141450846129336,-1.5754949070068223,1.0,0.7711011064081764,-0.3821015158999244,0.2851998074717504
60,-0.4197191452480473,1.0517185358631225,-0.9662012608103236,1.4019108596369745,1.8874998265352927,1.0322590706183767,-1.627437087532611,0.9981944977437258,0.7711439968370057,-0.38209699881081255,0.28515737325529744
61,-0.42007931301890744,1.051173146416934,-0.9646853694269026,1.4006026927692976,1.886222691149065,1.03531415969587,-1.6292976249671056,0.9979932529140115,0.7711869016995662,-0.3820925975325201,0.2851147885258782
62,-0.4172821648186263,1.052112557615023,-0.9670869402599351,1.3990024690490783,1.885448165028173,1.0303525244707556,-1.6291802804799638,0.9991570999748112,0.7712298185535362,-0.382088290717212,0.28507205291084187
63,-0.4171726366594691,1.0474231864459806,-0.9658883571495895,1.3982926234802628,1.8871248999673482,1.0351175102839854,-1.6279246206659814,0.9992041782737375,0.7712727453101909,-0.3820840609564648,0.28502916606958956
64,-0.418057728900122,1.0483779672868743,-0.9640876635321728,1.3986455700204234,1.8861235879926355,1.0305607119858886,-1.6285094242610207,0.998258857949853,0.7713156801688098,-0.3820798940560855,0.28498612768352105
65,-0.41902228605809716,1.0503818426858715,-0.9668022261181861,1.4006914635244045,1.8840453002225332,1.033018495196671,-1.6287228583848032,0.9993807516911031,0.7713586215631553,-0.38207577844441826,0.2849429374493272
66,-0.4225564059198779,1.0504046642767026,-0.9657323457804567,1.4011672576799354,1.8866462440582863,1.0327677504746293,-1.6268835265997668,1.0,0.7714009248790018,-0.38207171117417577,0.28490247406172553
67,-0.4193575418729423,1.0494598969909696,-0.9658029076701662,1.4003501608017008,1.8818553671952916,1.0333479164053552,-1.6297966219434548,0.9982626718879939,0.771427323486382,-0.38206907356109754,0.2849039651948099
68,-0.41999321898786596,1.0463000381543637,-0.964220947101624,1.4025402667237257,1.8846413584185686,1.0330774398545701,-1.6256207326345746,0.9999471215050221,0.7714455536004704,-0.3820672659071126,0.2849046202143382
69,-0.42717795377353807,1.0487207568960926,-0.9630958329251332,1.401723169845491,1.885098631073961,1.0346574075145971,-1.6304507990088797,0.9996772853815556,0.771458429270055,-0.3820659893280739,0.2849047187497284
70,-0.42327779705295465,1.0476933195619407,-0.9623199164150698,1.4035028579081645,1.8801189030715877,1.0394036648124092,-1.626796539156049,0.9977534515534043,0.7714675263756074,-0.3820650874272107,0.28490471002028134
71,-0.4283364019518871,1.0483265022708164,-0.9635075760868086,1.4041868520657454,1.880670344286409,1.0362219074275159,-1.6271337631035838,1.0,0.7714739547619469,-0.38206445012356693,0.28490469094777604
72,-0.4232455804047523,1.0481399706967782,-0.9639409899412037,1.4024880297811897,1.8812876829320098,1.037004742650082,-1.6289635498863118,0.9987603312225939,0.7714784976463528,-0.38206399975242206,0.28490467768198935
73,-0.42741829081360083,1.0488560563274485,-0.9670581340952222,1.4059174010822708,1.8793343021484863,1.0359084556226028,-1.6242060058491334,1.0,0.7714817081743418,-0.382063681470073,0.28490467010503123
