step,q_target_0,q_target_1,q_target_2,q_target_3,q_target_4,q_target_5,q_target_6,gripper_norm,ee_x,ee_y,ee_z,block_x,block_y,block_z
0,0.010748576104412155,-1.0193638506469536,0.03311678905563542,2.0030605132577595,-0.013979816515096388,0.7810305705029292,0.016392855142048468,0.0036309882956743244,-0.11945945975440397,-0.025077505184641552,0.2694244311501451,0.75,-0.35,0.2849045486152053
1,0.01046639621531198,-1.0594078941962313,0.04809093133608111,2.0013475541377415,-0.016754692524393155,0.7577818135811092,0.012670287414030312,0.003349769950568676,-0.11907543735252518,-0.03291327860874807,0.2510022282197305,0.75,-0.35,0.28490462996410054
2,0.0025650832149407,-1.116455742526143,0.06942214729118223,1.998708087426615,-0.024157899378299597,0.727018070362841,0.019819431043364588,0.0,-0.11659061074801218,-0.04775651542056868,0.22131304615607347,0.75,-0.35,0.2849046537789269
3,-0.010783884650312547,-1.1578853270131728,0.07556386213369759,1.985337075447271,-0.02182102966488654,0.7079548266183302,0.027492976377231804,0.0,-0.1119972332939897,-0.049059973912061225,0.20534168054493995,0.75,-0.35,0.2849046598325226
4,-0.012927108093716222,-1.1717412023536797,0.043918841872461645,1.9279794420195095,0.03146902883514205,0.7257632875882194,-0.018226425901125998,0.0,-0.10804798282759293,-0.013067297633822743,0.21634361717405237,0.75,-0.35,0.2849046613712183
5,-0.06526834832537537,-1.0603153571107333,-0.09518327761873335,1.7569972645035994,0.18523001343827944,0.8516802962914096,-0.1920151183590757,0.0004066909506618977,-0.07493252590548222,0.08930938532654016,0.30524704185380125,0.75,-0.35,0.28490466176232226
6,-0.096770290827345,-0.9797648017489468,-0.22845424701352535,1.6183420969242606,0.3238090309177941,0.937591642482988,-0.3324125536675817,0.0,-0.019367391791540598,0.15629260171294557,0.4358577043854169,0.75,-0.35,0.2849046618617326
7,-0.11506164037053956,-0.8601468030103766,-0.3723495006068087,1.4514208772181636,0.4789268702665942,1.007176530988566,-0.4975866863137093,0.0,0.049010454202510316,0.17419306073169472,0.5634101937760018,0.75,-0.35,0.28490466188700053
8,-0.12391335474886028,-0.7431394783895098,-0.485231385296796,1.3026757725474345,0.6247877263356493,1.045217614414394,-0.6440450033944878,0.0,0.1212841511024626,0.15544201088768494,0.67644073754897,0.75,-0.35,0.2849046618934232
9,-0.13115790464139765,-0.6263650770160817,-0.5727881574551761,1.1599553051976896,0.7610463395366622,1.0760741881361338,-0.7952561921231813,0.0,0.19725649104219745,0.10447074693273423,0.7711662194666073,0.75,-0.35,0.2849046618950556
10,-0.124111322440137,-0.7508084719430246,-0.4912778942253391,1.2918373482492405,0.6315888514075046,1.0437428947546235,-0.6455309508019489,0.0,0.1478733859549006,0.14186861310702448,0.7175302529817962,0.75,-0.35,0.2849046618954708
11,-0.1344641767666535,-0.6372531176104047,-0.5724465362344526,1.167432829332416,0.7649408651199301,1.0791910079942426,-0.780062978709285,0.0,0.20396444192207952,0.10212807795329752,0.7796712717266602,0.75,-0.35,0.28490466189557623
12,-0.13247515828221507,-0.5263044184647372,-0.629851035403074,1.0734745834215464,0.9039933924893562,1.1009804694014844,-0.9120014423952219,0.0,0.270635530702065,0.039236719833831236,0.8341511857602487,0.75,-0.35,0.28490466189560304
13,-0.12782383788910062,-0.3988244592512308,-0.6742197066342668,0.9932204558001139,1.0494269190679777,1.120634400780395,-1.0449844321516883,0.0,0.3376484351292287,-0.023512993052531933,0.8580003254721174,0.75,-0.35,0.2849046618956097
14,-0.13009522033301701,-0.2445158657052141,-0.7036547108265152,0.9363035870386824,1.2015697244643402,1.1295676943537343,-1.1967374527394499,0.0,0.4062856034617624,-0.08199476918013461,0.8541961691292114,0.75,-0.35,0.2849046618956112
15,-0.1270180237928787,-0.08094736448201678,-0.7220442167766382,0.9112083908002149,1.3363135819716148,1.137170084139605,-1.3267468902123112,0.0,0.4699579338957678,-0.12998058097558896,0.8242656545211958,0.75,-0.35,0.2849046618956112
16,-0.129339289309167,0.09795656105178918,-0.7414601137565355,0.8925720279420108,1.4761635252083485,1.135819757354487,-1.4509990300155038,0.0,0.5274147029164701,-0.173546696875764,0.7801217130609545,0.75,-0.35,0.2849046618956112
17,-0.13138725633208181,0.3148007072547816,-0.7635398246912695,0.8805298785687072,1.5589873641728076,1.1358404656975691,-1.5176673393754756,0.0,0.5755830646353334,-0.217994453230132,0.7298275408275913,0.75,-0.35,0.2849046618956112
18,-0.13109660920560484,0.4933635478831109,-0.7762822283412512,0.8722601136242805,1.613724772992406,1.1391088135005758,-1.5654941863505984,0.0,0.6151543981026225,-0.2605205379455223,0.6725234905629233,0.75,-0.35,0.2849046618956112
19,-0.12761597641501954,0.7545643415580747,-0.7918665539794273,0.8628953952842096,1.6428772114115655,1.1276243948756697,-1.5901496211407198,0.0,0.6508163073386768,-0.29870306887390596,0.6072599562150597,0.75,-0.35,0.2849046618956112
20,-0.14085767726763537,1.0136360338609776,-0.8327701372400625,0.8583688457000616,1.6664257419676183,1.1166078419882617,-1.6105847129306776,0.0011852408700585367,0.6797227767330873,-0.3470625727120471,0.5194901988115763,0.75,-0.35,0.2849046618956112
21,-0.14132171868995863,1.0391405178790918,-0.8454976914827846,0.8552123516814241,1.664425963443152,1.1140212985292164,-1.6108924674383542,0.00012860122668743133,0.6928474641455621,-0.3644595879496641,0.42568480420327137,0.75,-0.35,0.2849046618956112
22,-0.13946578308863788,1.0472130936235298,-0.8514878575174976,0.8459512837339658,1.6687467251090662,1.1113009363290123,-1.6211102806669917,0.0,0.6945234084499528,-0.36436274272528646,0.42662430276061614,0.75,-0.35,0.2849046618956112
23,-0.13465740464570303,1.0479514119742506,-0.8521885798326329,0.8461808509837694,1.6695936659173183,1.1092269600652909,-1.6227890291089702,0.0,0.6956792484144432,-0.35841740178735987,0.42668712063970016,0.75,-0.35,0.2849046618956112
24,-0.13117207806048486,1.0429452221474558,-0.8547113668453825,0.8433108150319333,1.6637948741956907,1.1050858627134892,-1.6249812185754828,0.0,0.6973623199539037,-0.3609585592970593,0.42675489802045974,0.75,-0.35,0.2849046618956112
25,-0.13321645571103347,1.04579377036932,-0.8539755150753591,0.8464665297243106,1.6708548153225586,1.106407769082929,-1.625427184584609,0.0,0.6961367300608888,-0.35946757207211516,0.42654804356235654,0.75,-0.35,0.2849046618956112
26,-0.1335313541097798,1.044552910938604,-0.8543565084387591,0.8452789478360203,1.6734378304242752,1.1088880573195388,-1.6273108175424695,0.0,0.6957428112129125,-0.35934149715752745,0.42602492157923405,0.75,-0.35,0.2849046618956112
